name,image,class,class type,subclass,magic,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Soldier's Helm,BotW_Soldier%27s_Helm_Icon.png?version=8f962ff08beb3d4c9ea3c6a366134e53 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Q9mApNs6149HR4QXZw3QgA/3TNvsgOO9rXsdg7Asm3Mf7GN18JzNXwQgGjlQCkuATAVFdlVfcUfeulxBIJght-JoIucdxsKbtRuqZRt3LiwuzHZWHznMoGkUbUcXsNLkVSv9vlmJojlvh-AFwLvZw5sKeN3USJq3iNhG3RFT46VMSyWIoNKXXlW807nuaBEQtEzMhKn6HayvfMBnZwjjdYN/KAdx2R0_lXsxZeDv2jikvE4GqUJZDzzV4qqA89MoM1o),Armor,Melmet,Head,,,,,,,4,7,12,18,28,,"Headgear made from sturdy metals for frontline soldiers. Praised for their defensive capabilities, the only helms that remain are those that survived the Calamity.",50,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Mask,BotW_Stealth_Mask_Icon.png?version=9c2f7d1f6c56f948c9e9d0b919c94a4a (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/W4-umzyRfnP8WsvpOmKncg/32HkM5ZsiaBm8d8QsagDmg1LSMc-llloStM7n57ImValgJASJ3fjVoMzIo6MSD0H0yNhPUi989tr6Y7euM3o9gR6RpYyXAs1oDoBX-UK94Vsb0XNlB3FGieG-oypnWXx0LF_aFdXsYMtL-tEnYja0agMP1_3ilYYMfwm9EUqp-4/wcq-w3saAQEQKHTn0V91naZMFpkPHKVbh1YQDwtS8d4),Armor,Mask,Head,,,,,,,2,4,6,9,16,Stealth,"It may look like a regular cloth mask, but it was made using Sheikah crafting techniques to suppress the noisy rustling of clothes. Perfect for sneaking about.",125,,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Thunder Helm,BotW_Thunder_Helm_Icon.png?version=aef2d850b44b4b9947659dff3be8b81f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/HegQyFYGDYsvTKm-xifmuA/gc4H28j_DMpOIhvL7q1xdedDVOec2MqQoN7rA3IAaEghHFfcUKyA1ld8CTUWQ2SnwmsQMlTLuuBj-4CVKUO0kImZFtyK5FeXEIC0TPMsCKcHiYDcVFycoX7BYnZDD5v4Sebl5kWzWtcJu3vV-KEvsMosEYCF1ySk3eFjJ__Do-k/U9BA_IYflDpOLUClUFPEFCFUyQNktZCv9So6IVHswxc),Armor,Helm,Head,,,,,,,3,,,,,Lightning Proof,A precious heirloom passed down among the Gerudo. It deflects lightning strikes and is traditionally worn only by the Gerudo chief.,,,,,,,,Quest - Thunder Helm Side,
Tingle's Hood,BotW_Tingle%27s_Hood_Icon.png?version=5161f8506e73a83becb9a1ab54fdd38d (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Hg6OuR59c7yYFwkuDsMxWw/CPU-r7hTGgdszZw4XShhT-sKtVC9PJLB_MhgOYNLq6NY53f37FiojWg3nTbL0MCPtDar6GolZr3vif5866samFu88xTbS6NjPt0lJ2KB3elue22aSFHgFzNqpgIAtiRiJ7ymSXgVo1zxQcsQJpjX4WnJj8xCFDdhFNf-3NDBZ68/6CP8PTFKHByA7S82Z2OReyHayz0Q-4M7Z28EMN9qkzU),Armor,Hood,Head,,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He treasured this hood, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Topaz Earrings,BotW_Topaz_Earrings_Icon.png?version=c44a6ed9fa6c0421234d6a360a5866af (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/5RYyy3QTuL17FOuPt9kENw/P0rtnqx893tW4zqpXfirPPY0gNerub8TX965i2bEg1aZ2s65lfiKpQsKGsfIm8Q69XDwVXnkSBCbgzeALklP0PzoappzjI8RSIWhg6qH3XRrTG1GRAV44TrWKNtkDaVq1urNardykM2UCwkrN0ffjAGNoFoxeiPG-OcTCtKJXZs/cUC9PCYXEW3PZNDizOlRkGxJ4KJUaksF76_6f8viG8w),Armor,Earrings,Head,,,,,,,3,5,8,12,18,Shock Resist,"Earrings made by Gerudo craft workers. They're made with topaz, a gem that harnesses the power of lightning to increase electricity resistance.",100,,"Topaz x2, Flint x3","Topaz x4, Flint x3","Topaz x6, Star Fragment x1","Topaz x10, Star Fragment x1","Star Fragment,Topaz,Flint",Gerudo Secret Club,
Zora Helm,BotW_Zora_Helm_Icon.png?version=86503c4ddb73ef544f8bfe98168487d1 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/BPS5MVCOOFsspUiShs_r1g/uSl-QiNrE0P2i5v3vy9v4-BOViN2fYlnBcpMcTbEHCh4a-qi65q6BzfWmrh3gppqXB7tBI3YnR1GcpW_RsAdvtr3UidVWFcGNT3rvvZIbAAzzjXUcLI_G_WhS1cwcxII0cYQHA0x9A3oS8Iw9NDoDWag2wuvmBHsvcuuEOxlWVs/17d9V6U2FBUM7k9hxgAwMl_0HWifj0sVMqaAwdwk-YI),Armor,Helm,Head,,,,,,,3,5,8,12,20,Swim Speed,Zora headgear made from dragon scales. Increases swimming speed and allows you to use Spin Attack.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x5, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Ancient Greaves,BotW_Ancient_Greaves_Icon.png?version=81451c77a188d32e92657a1319274e42 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/JLCgFC2B-Q7ItileuGTlgQ/UOf1kmHq6QN3dyaZBUgpR6nv1JvW2EZ6NmYcZMKGA6JmIS7Pg-bEZTFF5c2p0HKVPpZ-onUVxJwyrqyV7zNVMMpQvo6oEgzOI1xEmWpUOxdvFAOKUr5zaBQLSv5T46cTi80Nbm86wKTB_DzVONhyalbkhGPhv3fOU5Zl_Ab6yM0/82UYq3WXAgYw43fjtKdvaUI19VpphBof7WvexMyRjww),Armor,Greaves,Leg,,,,,,,4,7,12,18,28,Guardian Resist,Robbie engineered these greaves at the research institute using the same technology found in Guardian automata. They reduce damage from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Leg Wraps,BotW_Barbarian_Leg_Wraps_Icon.png?version=074669c287e6224597282b04d426d3de (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/8f0DCoqcrRyZOySWwGEjyg/Sm_9ng5bhXdQm0a6oHXHQy87YJYi_0rtDdxiwvW563ORcrZB7ue_aPz-nWLAvBdL4O_H9JHWZsjKTbwrAARPGIyTWkSfJh5ApnWQnwzQT8Agy6_pWxpIV-L1kTxQnf7Jo62ibENlROyZ5coRn06IdVN7sOG-0ud-b5pNO3NHj8Ql3kmrq3pCf-bW89C6SLTZ/yJHVtGDW0D85rZDXPb2xWk_Pa8gRFftF1-dLQyAMR3w),Armor,Wraps,Leg,,,,,,,3,4,8,12,20,Attack,These leg wraps were favored by a warlike tribe from the Faron region long ago. They're adorned with traditional markings that bolster your fighting spirit to raise your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Climbing Boots,BotW_Climbing_Boots_Icon.png?version=a112ef4ea1f0ed70a8a279ebb9f1f348 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Y2ccPYC_etclym-1UH0GhA/-rnAWrGD8mNUpC9YSjqGRYx5YBr0z_OgiLcZwIu9OmydkcIKcXgdYPNMzaxN_DVf2fcFp6VHK8hXgsTfHo1ctu9YOOqWr0XhOKU4poNAdCxxR6BBkOM1Qmz8XMeLunjhk5knunKxZpnPIhaqsnoKgsBmydzbPL-HPTSjnqAVdK8/t8PT0t2aLWWepYtJQxfZYo6cteebSMZgp6R3Z61damc),Armor,Boots,Leg,,,,,,,3,5,8,12,20,Climb Speed,These rock-climbing boots have special no-slip toes that help you cling to walls. This ancient technology facilitates more nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Tahno O'ah,
Dark Trousers,BotW_Dark_Trousers_Icon.png?version=d9da0a4c7dbf186d0e3046cb5cae0d67 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Hy_S96dCLBLXsfeJVsEj8A/o3KdNJjPuKf3ReANNaWYMFMoJiPVTOvMY_ElgMQzfKF1GaNBqToDRm-11GZYTLCwYAXN2e4viMDx7e12GNp6adRJ33KS6kmZxz-Z3noohs-X09mmKlyzObiG3l8HwI2uIrU2YQy9Uu9Pl2EKFXBGrz5tNf-X7lLUmESQWRiM-AA/QEqk-i2KO8x2o8EDorPewCKYpW-yw-wlqCGMlP_q1vw),Armor,Trousers,Leg,,,,,,,3,,,,,,"The result of Kilton's research into monsters. Looks like your average leg wear at first, but these were created based on the image of a monster born of darkness.",9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Trousers,BotW_Desert_Voe_Trousers_Icon.png?version=df47f8dbd056533554f4741c4cd1da4f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/GUQOrCcTHTWbu2FZPPIL4g/R5XNm8KHMcSWvtX5ixOOX7EiNLQ2BVBod_eK-yZJM3GcYLBSgGgUMe5-vLzTQSCA64O9gnf3VR1H8F_B2lYOiL7tvMVqpf9_O5WGBMUqhXCOWr4eqVI351t26TTF74dGLACWdz-tbeH-YkaRoWXoCkUGFtXlTYZ50NDI3D9SuqFrCpx8W5pCIeTB7keqA7ko/xAWqImVoQKo-OIClm1BDfmcIFPDSgwK3KEkqycsddPo),Armor,Trousers,Leg,,,,,,,3,5,8,12,20,Heat Resist,"Gerudo-made trousers for men sold rarely by Gerudo retailers. Sapphire is used in their creation, which harnesses the power of ice to make the heat more tolerable.",165,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Boots,BotW_Fierce_Deity_Boots.png?version=30464356f8ef5ea1fb00cbe4953dd320 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Fk-AlBNoHfM7-Z_nVbQEBw/SEHQqowKem-0YTAERR6540GCrVSESbU-f6c5CpkepAFGNjgMAJv3PKGeSOFqG_4vwh7Pv63gAdQCqhDW_o-KBp53llkbmdqEZVAUf01g3x4FMzf3cRWuvcmuS3VTFH3DvGpghH4R8oniXuewxFBiv_DojcNzz2f1O_445qKEY_4/SJVs-bkWC3ICQIwoD7O59ndszJCVYDkY0Q6RygZLzpc),Armor,Boots,Leg,,,,,,,3,5,8,12,20,Attack,"According to legend, these boots were once worn by a hero from a world in which the moon threatened to fall. Wearing them provides godlike power.",125,Charge Attack Stamina,"Hinox Toenail x5, Farosh's Scale x1","Hinox Tooth x5, Farosh's Claw x1","Hinox Guts x5, Shard of Farosh's Fang x1","Lynel Guts x5, Shard of Farosh's Horn  x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Boots,BotW_Flamebreaker_Boots_Icon.png?version=7b19515761f2c492a5fe46d0718d37e0 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/K5Ld9SlZyEYlmt3lbufC9A/z38o44mQ0YlPjHyg7Q8-xdD5ZBFmfrEtCGLc7N7JkRAgzAegbqL9sa2F_he7FLOAyBYjoFWLsDZTM7MfmREQ2VCOot_botmN-lglSunRyzjdKSgGauQEaA6pybZTNF1KRr7QPU6CoiqOzpVbKOhpck3DQ3myLnM5bke0IWU9EP7Bz5EuVWUrYjNNwLT1qfzr/_yEFL_rJtot94faD3WTCuClJxj3E-rjeecNTiOAdhbE),Armor,Boots,Leg,,,,,,,3,5,8,12,20,Flame Guard,Goron artisans used flame-resistant rocks to craft these fireproof boots for curious Hylians visiting Goron City.,175,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Sirwal,BotW_Gerudo_Sirwal_Icon.png?version=a2f09a473d73cead597eecedfe9004e6 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Zz7BVytCEoynvzR4fDUxfA/CwYH0AyhQw3iw7zbWzlZNU5sxn6MJPwMasxaIuatP7n8P6yD1jh40Bo34DPcKrJOPffyL8yHMIzXuCxBJUGe9c_Ntz-xzID_dNyahrL_ZnPrSu1Ibpsupl_8Y5P-1qmfIW09gR55rsaAzm_jAvIkPVcUaYkmh3JCPzp3IXRoFwM/tWhSWnEbnrNfdiLc2ekohwpwfrrvo7-obOrmuFMVnDM),Armor,Sirwal,Leg,,,,,,,3,,,,,Gerudo Town Entry,"Gerudo favor this traditional sirwal. Its short length allows for ease of movement, and its subtle design is quite fashionable.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Trousers,BotW_Hylian_Trousers_Icon.png?version=d0bda340130c53637fc5c2e1c0b3b43a (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/tb2uThL_UyKCCofcxnqB9A/PLKp-gKuZTxwoyDS8FPmekmaY12SJ5nQ8P4Eca0JpKaLDS63h_E07jhruImFBrJg_GE44v5cxt8uzU9eDlWy93tuiukbyZ-el9IDC2fLEdHUddxWXWkwF-45vHDEK8dmH60Gc5TQE5X9hKMe9iREarT-r20oaKA9aR_wa20zRtY/qeiPk2fvLDMnJZ8NbCP4ZM-iAYvpSeS9BCxpTAqGwxk),Armor,Trousers,Leg,,,,,,,3,5,8,12,20,,"Traditional dress trousers of Hyrule. The plush fabric makes these trousers quite comfortable, and their high durability makes them ideal for travelers.",25,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Phantom Greaves,BotW_Phantom_Greaves_Icon.png?version=4defa2384c453f66f46641ca20698888 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/rY7x_wjqbWCksVnNHbLWzA/J3xYP-6bEReJjbQ2mECz1USt_3ypOHOaLtfVh0CRd6im97A40JwUQKQkGmFNhTu1P55Y9pxzeBRUW_nt0gDrzXBj73DYyiPnM9oIKl_CYPDDmw2cb1HLTnFfGKpxYF5EYiGV8oY-VoxRb4U2gRfdQ8ylgt1QJ_C7VPPDJ7wpX64/zldEbadpPB9j_RXjfxd0ViKpJ8Gerw6MH6zkUWuxUtI),Armor,Greaves,Leg,,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. These greaves looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Tights,BotW_Radiant_Tights_Icon.png?version=4c198b8dfd8a2d7dcbd3fc922c59e189 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/EtjKTQcI-w-lLqT1AYssNQ/hpJoobXfStwF6UPvjadfHoLKsSJNEpNrh5jpFzigufEVTtAnWfdd6LNhRAVekFInPJPr4lbcVdnJXhWIjIus7sZ1k9XXbhwnDnp5TgWIIy9XKL8El_PBj6Y_8-jsLTWV4Rqw22NpzsbS60fB02n3PP1HlN9jowX80YW1m5ZfDqA/5Pbn6RLukKkcmn_aAf1SSXhK_BCHHQ4LBWWdkSqakjM),Armor,Tights,Leg,,,,,,,3,5,8,12,20,Stal Lure,"These tights are sold in the Gerudo Secret Club. They're painted with dye from crushed luminous stones, which gives them an eerie glow in the dark.",200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Tights,BotW_Rubber_Tights_Icon.png?version=3d61ff515f246533dbaa8caf5398943f (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/EwEB9QxzB5bNj0zsiDKXmg/Y8pFZdHSq-OEZn6-rXFuLP3HoGB4ChzXKOOSU-p-gP-cwyQmNWzEfwTKcOuuXpi1ruPvnQz-cli24rcLm_cAel_T-SlSuUcLLe7XNvdbMc4El_s8hQLlLaqp_MEFp7vFUCs2sxD_03U2Ekjp0RcBnXtuQHslW4sUs8cnrJjacUM/w35LfUagdJj3D6Aw7-jOgQytNaYlzQ_ZNO_cycrupyY),Armor,Tights,Leg,,,,,,,3,5,8,12,20,Shock Resist,"These invaluable tights are resistant to electricity. They're made with something called ""rubber,"" an ancient technology that no longer exists in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Qukah Nata,
Sand Boots,BotW_Sand_Boots_Icon.png?version=00f14ba50c0ada7e82a6c4c9b53fecee (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/PqQm6vQSVUZSiqZsdV7YEA/kRWq7YU4_29DWm08STIYKFVWWMgd4BHByHf8ldY47FyRCrqhFF96uBiU3HVyWKcLtoZBwdRwPOxDC67Sl7Ju5Dzuc45m7qgiyWzL1B-i3Ab7gQn50LmlPTGP9giWKMMvx1xpGDtAhhDmjVGA8dSPiZOzTkp5KGsDtE8wW78-fc4/4UFJ2AHuay_iZQZY-a-mmtFzryWeUFoqXSlymmef4JM),Armor,Boots,Leg,,,,,,,3,5,8,12,20,Sand Speed,Gerudo artisans modified these boots for life in the desert. The special soles distribute your body weight evenly so you can maintain your normal movement speed on sand.,200,,"Molduga Fin x5, Hightail Lizard x10","Molduga Fin x10, Swift Carrot x10","Molduga Guts x3, Rushroom x15","Molduga Guts x5, Swift Violet x15","Molduga Fin,Hightail Lizard,Swift Carrot,Molduga Guts,Rushroom,Swift Violet",Quest - The Eight Heroine,
Snow Boots,BotW_Snow_Boots_Icon.png?version=c6035aa617418c66e2cbcfe009c47ecb (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/Aq7kOljqb2Xi9v88ebSTPQ/k44j1__kYvrzC5yQTgOuCL-LxT3utKhavTnzLnf0T2U5fC6S94TwEjZa3tsngxOSUSWkDHNJ2qps1fjD4vkvZ4teNWkl7h2LQEALW1Kz0IU3D2dK3Z7I9ZJ4o0yEVy1GoOSJANPPqoqAoAxeBt4z3oL2rel49QgTd2GxPuBk78Y/SEEDd05_mBtckDntZ-LGj-0QLT1ThtydK_y8Idgm144),Armor,Boots,Leg,,,,,,,3,5,8,12,20,Snow Speed,Bozai was kind enough to lend you these boots. They evenly distribute your body weight so you can maintain your normal walking speed over deep snow.,200,,"Octorok Tentacle x5, Hightail Lizard x10","Octo Balloon x5, Swift Carrot x10","Octorok Eyeball x5, Rushroom x15","Naydra's Scale x5, Swift Violet x15","Octorok Tentacle,Hightail Lizard,Octo Balloon,Swift Carrot,Octorok Eyeball,Rushroom,Naydra's Scale,Swift Violet",Quest - The Forgotten Sword,
Snowquill Trousers,BotW_Snowquill_Trousers_Icon.png?version=28f29c8b019e9b21c4392030e47de6d8 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/wkoHVp0csTjub0TJUp8ZKw/7f7eDHhrscA4IjcqhNxMZEWqM_DPANrs_h0p_9fKlVXcMUqKU79fw1lLyJaomrEF7WjSRWFq3rxz2OWqBDBz9W2bDnIUm64SorGpXs1nEtIY-iAXhlkTem1WghHFd2as8IDjx8UxJaOexE6DJXDpGPSzte_AKRS-jLVQBnir26vyisO_UIoAnmyvX5S4aKyt/9Fa1dAeT7Y6728tze--0EveH_kz9-UR3sT8t9q-ahG4),Armor,Trousers,Leg,,,,,,,3,5,8,12,20,Cold Resist,"The Rito sell these trousers to Hylians in Rito Village. The inside is lined with Rito feathers, so they excel at retaining body heat.",140,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Greaves,BotW_Soldier%27s_Greaves_Icon.png?version=8ffe1eeb0735a00e1ca33aa69f078af6 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/keHEPXyc_4Cx03VHKeuXvg/apacBcQGDuUqC6gvpC6ja8CSGkAHlzja4R1GSgrqhdjjQvNOthLZi0aCixF7II664tUjLYhL005p0VvASobrNQLWJBR-OlZvY29QDqjxP386erzGBpRMlytjb_iF9L25IUTk3eCRy49dZQMCUyklZR4-ri5Ok8808m122BiNSY4tZlgtyMAgTnkl7cn4UHM1/BUdizsXX0CdR3Ag2CycDUPdv-usPd_t77bFMZfo4bII),Armor,Eaves,Leg,,,,,,,4,7,12,18,28,,"Hyrulean guards favored these greaves. They owe their distinctly high defense to the metal plates they're made from, but the added weight takes some getting used to.",65,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x3, Moblin Guts x3","Lizalfos Tail x3, Hinox Guts x1","Lynel Hoof x2, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Tights,BotW_Stealth_Tights_Icon.png?version=a6edd8f54df9eaf5526819de2eb57f5b (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/xvZIRhxMuWESVl3Qb9aViA/3Vbhmg7SbX90GsUqfMnRrn8DGuUhM2w0cZrbCYLoxRVbOMJskirdQ5fi2y_6QgLE945ozTEj3zAU_hyFquJaeZnhDYFFZjAS7C9-ZF0eF66FaWCGonMOeMNY8f8fYfZqYpN6WtxjuxRs0_UiOUdyQ1j-LNPkVGgiEvIWpo7shuI/XfRX2xKG7uKs8YGVMTuY99k64xv73zwcA-2Pm2bqiCg),Armor,Tights,Leg,,,,,,,2,4,6,9,16,Stealth,"Members of the Sheikah tribe wear these tights when they need to move stealthily. They're made from noise-suppressing cloth, a hallmark of ancient Sheikah technology.",150,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Tights,BotW_Tingle%27s_Tights_Icon.png?version=4f88b7454cf252b52e8b898c1900b6e3 (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/LgFvkepsRdrh633vqcUr0g/jJwMGq1MqVhfzyms2xTJ5MB2jy3d6rgJadJq284iNFXJm1I6udcFWmAqTQtMozrgjPZfF3wQs_ccRLBiKEQi7FYXY_8ZdsgbtN3uCxsrWnOAcgWgGk2GkHAeub3PnG1pYdGlXu8armyJnxuWFtKdHYfPmknBeO1tMwhstpImOx1xYzI5XAarJxyxj4K8OqvX/lnrUZPl-Piz03Umc0LFaZTRqPuanOsYUuKvM5H_xiXE),Armor,Ights,Leg,,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured these tights, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Trousers of the Hero,BotW_Trousers_of_the_Hero_Icon.png?version=7ca579c9ae8d1b747bcbdc60ea959b2a (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/jmWsPZhI3y4PrEr1N4w8kg/dB3fjd5bK5tXrSMgDTVhLORus8utaDN5AStUJdlvGFICTIdOoIuxgU3CnkjuAOKluRZ548nsGWOknNihYisldz3m1lX7DEGHvTV55XsQcR19d31X2L8OKf_9Fz-N0q2kuAZk_xBJuhxCUzYWLkjHfJgeoB2QTqA8RjMYA44XPf1_IiLYZH42t2RfyerR1sl3/CTkTXmlwE22dTvy8FEh8fn5w-L_EVItZX8MKFkMpIsQ),Armor,Hero,Leg,,,,,,,3,5,8,12,20,,"Legends say these trousers were favored by a hero from an ancient age. Their simple design is a rare aesthetic these days, but there's something classic about them.",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Trousers of Time,BotW_Trousers_of_Time_Icon.png?version=71486942be6e9d3fffa1f1562d1f521e (https://v5.airtableusercontent.com/v3/u/35/35/1731434400000/FiDOIwZyDKOZXtraKKm6Vg/HUWrUgA6C2zHKzt1KdqveRAjBd5HNOEsp2gNmICwQfHEx11B9__I8SeuxxDw3OQsXKz77xBrBeWzIOQ6_a7p1-M9FtcZLxIdrC0JnzO7enmBO4d0WaxifnO2KbvUONLd8hKvVox6AU2G1il2JNTpc7TdLhBpqz-pwjjQFQ_K4sozdduROKs5_cbEU7VK7JCH/9Esxi64P5qYhGbZNnqCXq9dM79Q8-zQJtzdB-VLD94Q),Armor,Time,Leg,,,,,,,3,5,8,12,20,,Legends say these trousers were once worn by a hero who traveled through time. They were originally made by people who made their home in the forest.,125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Star Fragment,Amber",Amiibo - Ocarina of Time,
